"code","name","formal_name","code_table_item_id_i2","code_table_item_id_i3","code_table_item_id_i1","code_table_item_id_i4","code_table_item_id_i5","code_table_item_id_i6"
"150207210",包茎手術（環状切除術）,包茎手術（環状切除術）,2,10,K,828,0,2
"150207310",精管切断、切除術（両側）,精管切断、切除術（両側）,2,10,K,829,0,0
"150207510",精巣摘出術,精巣摘出術,2,10,K,830,0,0
"150207910",精巣上体摘出術,精巣上体摘出術,2,10,K,832,0,0
"150208410",精索静脈瘤手術,精索静脈瘤手術,2,10,K,834,0,0
"150208510",陰嚢水腫手術（その他）,陰嚢水腫手術（その他）,2,10,K,835,0,2
"150208610",停留精巣固定術,停留精巣固定術,2,10,K,836,0,0
"150208710",精管形成手術,精管形成手術,2,10,K,837,0,0
"150208810",前立腺膿瘍切開術,前立腺膿瘍切開術,2,10,K,839,0,0
"150209010",前立腺被膜下摘出術,前立腺被膜下摘出術,2,10,K,840,0,0
"150209310",前立腺悪性腫瘍手術,前立腺悪性腫瘍手術,2,10,K,843,0,0
"150209510",バルトリン腺膿瘍切開術,バルトリン腺膿瘍切開術,2,10,K,844,0,0
"150209610",処女膜切開術,処女膜切開術,2,10,K,845,0,0
"150210510",処女膜切除術,処女膜切除術,2,10,K,846,0,0
"150210610",輪状処女膜切除術,輪状処女膜切除術,2,10,K,847,0,0
"150210710",バルトリン腺嚢胞腫瘍摘出術（造袋術を含む）,バルトリン腺嚢胞腫瘍摘出術（造袋術を含む。）,2,10,K,848,0,0
"150210910",女子外性器腫瘍摘出術,女子外性器腫瘍摘出術,2,10,K,849,0,0
"150211010",女子外性器悪性腫瘍手術（切除）,女子外性器悪性腫瘍手術（切除）,2,10,K,850,0,1
"150211110",女子外性器悪性腫瘍手術（皮膚移植（筋皮弁使用））,女子外性器悪性腫瘍手術（皮膚移植（筋皮弁使用）を行った場合）,2,10,K,850,0,2
"150211350",腟絨毛性腫瘍摘出術,腟絨毛性腫瘍摘出術,2,10,K,850,2,0
"150211410",会陰形成手術（筋層に及ばない）,会陰形成手術（筋層に及ばないもの）,2,10,K,851,0,1
"150211510",会陰形成手術（筋層に及ぶ）,会陰形成手術（筋層に及ぶもの）,2,10,K,851,0,2
"150211650",癒合陰唇形成手術（筋層に及ばない）,癒合陰唇形成手術（筋層に及ばないもの）,2,10,K,851,3,1
"150211750",癒合陰唇形成手術（筋層に及ぶ）,癒合陰唇形成手術（筋層に及ぶもの）,2,10,K,851,3,2
"150211810",腟壁裂創縫合術（分娩時を除く）（前壁裂創）,腟壁裂創縫合術（分娩時を除く。）（前壁裂創）,2,10,K,852,0,1
"150211910",腟壁裂創縫合術（分娩時を除く）（後壁裂創）,腟壁裂創縫合術（分娩時を除く。）（後壁裂創）,2,10,K,852,0,1
"150212010",腟壁裂創縫合術（分娩時を除く）（前後壁裂創）,腟壁裂創縫合術（分娩時を除く。）（前後壁裂創）,2,10,K,852,0,2
"150212110",腟壁裂創縫合術（分娩時を除く）（腟円蓋に及ぶ裂創）,腟壁裂創縫合術（分娩時を除く。）（腟円蓋に及ぶ裂創）,2,10,K,852,0,3
"150212310",腟閉鎖術（その他）,腟閉鎖術（その他）,2,10,K,853,0,2
"150212410",腟式子宮旁結合織炎（膿瘍）切開術,腟式子宮旁結合織炎（膿瘍）切開術,2,10,K,854,0,0
"150212650",後腟円蓋切開（異所性妊娠）,後腟円蓋切開（異所性妊娠）,2,10,K,854,2,0
"150212810",腟中隔切除術（不全隔）,腟中隔切除術（不全隔のもの）,2,10,K,855,0,1
"150212910",腟中隔切除術（全中隔）,腟中隔切除術（全中隔のもの）,2,10,K,855,0,2
"150213010",腟壁腫瘍摘出術,腟壁腫瘍摘出術,2,10,K,856,0,0
"150213150",腟壁嚢腫切除術,腟壁嚢腫切除術,2,10,K,856,2,0
"150213210",腟壁悪性腫瘍手術,腟壁悪性腫瘍手術,2,10,K,857,0,0
"150213610",造腟術（拡張器利用）,造腟術（拡張器利用によるもの）,2,10,K,859,0,1
"150213710",造腟術（遊離植皮）,造腟術（遊離植皮によるもの）,2,10,K,859,0,2
"150213810",造腟術（腸管形成）,造腟術（腸管形成によるもの）,2,10,K,859,0,4
"150213950",腟閉鎖症術（拡張器利用）,腟閉鎖症術（拡張器利用によるもの）,2,10,K,859,0,1
"150214050",腟閉鎖症術（遊離植皮）,腟閉鎖症術（遊離植皮によるもの）,2,10,K,859,0,2
"150214150",腟閉鎖症術（腸管形成）,腟閉鎖症術（腸管形成によるもの）,2,10,K,859,0,4
"150214510",腟壁形成手術,腟壁形成手術,2,10,K,860,0,0
"150214610",子宮内膜掻爬術,子宮内膜掻爬術,2,10,K,861,0,0
"150214710",クレニッヒ手術,クレニッヒ手術,2,10,K,862,0,0
"150214810",子宮位置矯正術（アレキサンダー手術）,子宮位置矯正術（アレキサンダー手術）,2,10,K,864,0,1
"150214910",子宮位置矯正術（開腹による位置矯正術）,子宮位置矯正術（開腹による位置矯正術）,2,10,K,864,0,2
"150215010",子宮位置矯正術（癒着剥離矯正術）,子宮位置矯正術（癒着剥離矯正術）,2,10,K,864,0,3
"150215110",子宮脱手術（腟壁形成手術及び子宮位置矯正術）,子宮脱手術（腟壁形成手術及び子宮位置矯正術）,2,10,K,865,0,1
"150215210",子宮脱手術（ハルバン・シャウタ手術）,子宮脱手術（ハルバン・シャウタ手術）,2,10,K,865,0,2
"150215310",子宮脱手術（マンチェスター手術）,子宮脱手術（マンチェスター手術）,2,10,K,865,0,3
"150215410",子宮脱手術（腟壁形成手術及び子宮全摘術）（腟式、腹式）,子宮脱手術（腟壁形成手術及び子宮全摘術（腟式、腹式））,2,10,K,865,0,4
"150216010",子宮頸管ポリープ切除術,子宮頸管ポリープ切除術,2,10,K,866,0,0
"150216150",子宮腟部冷凍凝固術,子宮腟部冷凍凝固術,2,10,K,866,2,0
"150216510",子宮頸部（腟部）切除術,子宮頸部（腟部）切除術,2,10,K,867,0,0
"150216650",子宮頸部異形成上皮レーザー照射治療,子宮頸部異形成上皮レーザー照射治療,2,10,K,867,4,0
"150216810",子宮息肉様筋腫摘出術（腟式）,子宮息肉様筋腫摘出術（腟式）,2,10,K,871,0,0
"150216910",子宮筋腫摘出（核出）術（腹式）,子宮筋腫摘出（核出）術（腹式）,2,10,K,872,0,1
"150217050",痕跡副角子宮手術（腹式）,痕跡副角子宮手術（腹式）,2,10,K,872,4,1
"150217410",子宮腟上部切断術,子宮腟上部切断術,2,10,K,876,0,0
"150217510",子宮全摘術,子宮全摘術,2,10,K,877,0,0
"150217610",広靱帯内腫瘍摘出術,広靱帯内腫瘍摘出術,2,10,K,878,0,0
"150217710",子宮悪性腫瘍手術,子宮悪性腫瘍手術,2,10,K,879,0,0
"150218210",腹壁子宮瘻手術,腹壁子宮瘻手術,2,10,K,881,0,0
"150218310",重複子宮手術,重複子宮手術,2,10,K,882,0,0
"150218410",双角子宮手術,双角子宮手術,2,10,K,882,0,0
"150218710",子宮頸管形成手術,子宮頸管形成手術,2,10,K,883,0,0
"150218850",子宮頸管閉鎖症手術（非観血的）,子宮頸管閉鎖症手術（非観血的）,2,10,K,883,2,1
"150218950",子宮頸管閉鎖症手術（観血的）,子宮頸管閉鎖症手術（観血的）,2,10,K,883,2,2
"150219010",奇形子宮形成手術（ストラスマン手術）,奇形子宮形成手術（ストラスマン手術）,2,10,K,884,0,0
"150219210",腟式卵巣嚢腫内容排除術,腟式卵巣嚢腫内容排除術,2,10,K,885,0,0
"150219410",子宮附属器癒着剥離術（両側）（開腹）,子宮附属器癒着剥離術（両側）（開腹によるもの）,2,10,K,886,0,1
"150219650",卵管口切開術（開腹）,卵管口切開術（開腹によるもの）,2,10,K,887,3,1
"150219710",卵巣部分切除術（腟式を含む）（開腹）,卵巣部分切除術（腟式を含む。）（開腹によるもの）,2,10,K,887,0,1
"150219850",卵管結紮術（腟式を含む）（両側）（開腹）,卵管結紮術（腟式を含む。）（両側）（開腹によるもの）,2,10,K,887,2,1
"150220010",子宮附属器腫瘍摘出術（両側）（開腹）,子宮附属器腫瘍摘出術（両側）（開腹によるもの）,2,10,K,888,0,1
"150220150",卵管全摘除術（両側）（開腹）,卵管全摘除術（両側）（開腹によるもの）,2,10,K,888,2,1
"150220250",卵管腫瘤全摘除術（両側）（開腹）,卵管腫瘤全摘除術（両側）（開腹によるもの）,2,10,K,888,2,1
"150220450",子宮卵管留血腫手術（両側）（開腹）,子宮卵管留血腫手術（両側）（開腹によるもの）,2,10,K,888,2,1
"150220710",子宮附属器悪性腫瘍手術（両側）,子宮附属器悪性腫瘍手術（両側）,2,10,K,889,0,0
"150220910",卵管形成手術（卵管・卵巣移植、卵管架橋等）,卵管形成手術（卵管・卵巣移植、卵管架橋等）,2,10,K,890,0,0
"150221010",分娩時頸部切開術（縫合を含む）,分娩時頸部切開術（縫合を含む。）,2,10,K,891,0,0
"150221110",骨盤位娩出術,骨盤位娩出術,2,10,K,892,0,0
"150221210",吸引娩出術,吸引娩出術,2,10,K,893,0,0
"150221310",鉗子娩出術（低位（出口）鉗子）,鉗子娩出術（低位（出口）鉗子）,2,10,K,894,0,1
"150221410",鉗子娩出術（中位鉗子）,鉗子娩出術（中位鉗子）,2,10,K,894,0,2
"150221510",会陰（陰門）切開及び縫合術（分娩時）,会陰（陰門）切開及び縫合術（分娩時）,2,10,K,895,0,0
"150221610",会陰（腟壁）裂創縫合術（分娩時）（筋層に及ぶ）,会陰（腟壁）裂創縫合術（分娩時）（筋層に及ぶもの）,2,10,K,896,0,1
"150221710",会陰（腟壁）裂創縫合術（分娩時）（肛門に及ぶ）,会陰（腟壁）裂創縫合術（分娩時）（肛門に及ぶもの）,2,10,K,896,0,2
"150221810",会陰（腟壁）裂創縫合術（分娩時）（腟円蓋に及ぶ）,会陰（腟壁）裂創縫合術（分娩時）（腟円蓋に及ぶもの）,2,10,K,896,0,3
"150221910",会陰（腟壁）裂創縫合術（分娩時）（直腸裂創を伴う）,会陰（腟壁）裂創縫合術（分娩時）（直腸裂創を伴うもの）,2,10,K,896,0,4
"150222010",頸管裂創縫合術（分娩時）,頸管裂創縫合術（分娩時）,2,10,K,897,0,0
"150222110",帝王切開術（緊急帝王切開）,帝王切開術（緊急帝王切開）,2,10,K,898,0,1
"150222210",帝王切開術（選択帝王切開）,帝王切開術（選択帝王切開）,2,10,K,898,0,2
"150222310",胎児縮小術（娩出術を含む）,胎児縮小術（娩出術を含む。）,2,10,K,899,0,0
"150222410",臍帯還納術,臍帯還納術,2,10,K,900,0,0
"150222550",脱垂肢整復術,脱垂肢整復術,2,10,K,900,2,0
"150222610",子宮双手圧迫術（大動脈圧迫術を含む）,子宮双手圧迫術（大動脈圧迫術を含む。）,2,10,K,901,0,0
"150222710",胎盤用手剥離術,胎盤用手剥離術,2,10,K,902,0,0
"150222810",子宮破裂手術（子宮全摘除を行う）,子宮破裂手術（子宮全摘除を行うもの）,2,10,K,903,0,1
"150222910",子宮破裂手術（子宮腟上部切断を行う）,子宮破裂手術（子宮腟上部切断を行うもの）,2,10,K,903,0,2
"150223010",子宮破裂手術（その他）,子宮破裂手術（その他のもの）,2,10,K,903,0,3
"150223110",妊娠子宮摘出術（ポロー手術）,妊娠子宮摘出術（ポロー手術）,2,10,K,904,0,0
"150223210",子宮内反症整復手術（腟式）（観血的）,子宮内反症整復手術（腟式）（観血的）,2,10,K,905,0,2
"150223310",子宮内反症整復手術（腹式）（観血的）,子宮内反症整復手術（腹式）（観血的）,2,10,K,905,0,2
"150223410",子宮頸管縫縮術（マクドナルド法）,子宮頸管縫縮術（マクドナルド法）,2,10,K,906,0,1
"150223510",子宮頸管縫縮術（シロッカー法）,子宮頸管縫縮術（シロッカー法）,2,10,K,906,0,2
"150223610",子宮頸管縫縮術（ラッシュ法）,子宮頸管縫縮術（ラッシュ法）,2,10,K,906,0,2
"150223710",子宮頸管縫縮術（縫縮解除術（チューブ抜去術））,子宮頸管縫縮術（縫縮解除術（チューブ抜去術））,2,10,K,906,0,3
"150223910",胎児外回転術,胎児外回転術,2,10,K,907,0,0
"150224010",胎児内（双合）回転術,胎児内（双合）回転術,2,10,K,908,0,0
"150224210",流産手術（妊娠１１週超え２１週まで）,流産手術（妊娠１１週を超え妊娠２１週までの場合）,2,10,K,909,0,2
"150224410",胞状奇胎除去術,胞状奇胎除去術,2,10,K,911,0,0
"150224510",異所性妊娠手術（開腹）,異所性妊娠手術（開腹によるもの）,2,10,K,912,0,1
"150224610",新生児仮死蘇生術（仮死第１度）,新生児仮死蘇生術（仮死第１度のもの）,2,10,K,913,0,1
"150224710",新生児仮死蘇生術（仮死第２度）,新生児仮死蘇生術（仮死第２度のもの）,2,10,K,913,0,2
"150224810",自家採血輸血（１回目）,自家採血輸血（２００ｍＬごとに）（１回目）,2,10,K,920,0,1
"150224910",保存血液輸血（１回目）,保存血液輸血（２００ｍＬごとに）（１回目）,2,10,K,920,0,2
"150225010",交換輸血,交換輸血（１回につき）,2,10,K,920,0,6
"150225110",骨髄内輸血加算（胸骨）,骨髄内輸血加算（胸骨）,2,10,K,920,0,7
"150225210",骨髄内輸血加算（その他）,骨髄内輸血加算（その他）,2,10,K,920,0,7
"150225310",血液型加算（ＡＢＯ式及びＲｈ式）,血液型検査加算（ＡＢＯ式及びＲｈ式）,2,10,K,920,0,8
"150225410",不規則抗体加算,不規則抗体検査加算,2,10,K,920,0,9
"150225510",血液交叉試験加算,血液交叉試験加算（１回につき）,2,10,K,920,0,11
"150225610",間接クームス検査加算,間接クームス検査加算（１回につき）,2,10,K,920,0,11
"150225770",乳幼児加算（輸血）（６歳未満）,乳幼児加算（輸血）（６歳未満）,2,10,K,920,0,12
"150225850",自家製造した血液成分製剤を用いた注射の手技料（１回目）,自家製造した血液成分製剤を用いた注射の手技料（１回目）,2,10,K,920,0,1
"150225910",造血幹細胞移植（骨髄移植）（同種移植）,造血幹細胞移植（骨髄移植）（同種移植の場合）,2,10,K,922,0,1
"150226010",造血幹細胞移植（提供者の療養上の費用）加算,造血幹細胞移植（提供者の療養上の費用）加算,2,10,K,922,0,4
"150226170",乳幼児加算（造血幹細胞移植）（６歳未満）,乳幼児加算（造血幹細胞移植）（６歳未満）,2,10,K,922,0,5
"150231590",新生児加算（麻酔）,新生児加算（麻酔）,2,11,L,0,0,0
"150231690",乳児加算（麻酔）,乳児加算（麻酔）,2,11,L,0,0,0
"150231790",時間外加算（麻酔）,時間外加算（麻酔）,2,11,L,0,0,0
"150231890",休日加算（麻酔）,休日加算（麻酔）,2,11,L,0,0,0
"150231990",深夜加算（麻酔）,深夜加算（麻酔）,2,11,L,0,0,0
"150232090",時間外特例医療機関加算（麻酔）,時間外特例医療機関加算（麻酔）,2,11,L,0,0,0
"150232110",迷もう麻酔,迷もう麻酔,2,11,L,0,0,0
"150232210",静脈麻酔（短時間のもの）,静脈麻酔（短時間のもの）,2,11,L,1,2,1
"150232350",筋肉注射による全身麻酔,筋肉注射による全身麻酔,2,11,L,1,0,0
"150232450",注腸麻酔,注腸による麻酔,2,11,L,1,0,0
"150232610",硬膜外麻酔（頸・胸部）,硬膜外麻酔（頸・胸部）,2,11,L,2,0,1
"150232710",硬膜外麻酔（腰部）,硬膜外麻酔（腰部）,2,11,L,2,0,2
"150232810",硬膜外麻酔（仙骨部）,硬膜外麻酔（仙骨部）,2,11,L,2,0,3
"150232910",脊椎麻酔,脊椎麻酔,2,11,L,4,0,0
"150233010",上肢伝達麻酔,上肢伝達麻酔,2,11,L,5,0,0
"150233110",球後麻酔,球後麻酔,2,11,L,6,0,0
"150233210",開放点滴式全身麻酔,開放点滴式全身麻酔,2,11,L,7,0,0
"150233350",ガス麻酔器使用麻酔（１０分以上２０分未満）,ガス麻酔器使用麻酔（１０分以上２０分未満）,2,11,L,7,0,0
"150233410",閉鎖循環式全身麻酔５,マスク又は気管内挿管による閉鎖循環式全身麻酔５（その他）（イ以外の場合）,2,11,L,8,0,5
"150234330",低体温療法,低体温療法（１日につき）,2,11,L,8,2,0
"150234450",気管支肺胞洗浄術,気管支肺胞洗浄術,2,10,K,509,2,0
"150234510",トータルスパイナルブロック（局所麻酔剤又はボツリヌス毒素）,トータルスパイナルブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,1
"150234610",三叉神経半月神経節ブロック（局所麻酔剤又はボツリヌス毒素）,三叉神経半月神経節ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,1
"150234710",胸部交感神経節ブロック（局所麻酔剤又はボツリヌス毒素）,胸部交感神経節ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,1
"150234810",腹腔神経叢ブロック（局所麻酔剤又はボツリヌス毒素）,腹腔神経叢ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,1
"150234910",頸・胸部硬膜外ブロック（局所麻酔剤又はボツリヌス毒素）,頸・胸部硬膜外ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,1
"150235010",眼神経ブロック（局所麻酔剤又はボツリヌス毒素）,眼神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,2
"150235110",上顎神経ブロック（局所麻酔剤又はボツリヌス毒素）,上顎神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,2
"150235210",下顎神経ブロック（局所麻酔剤又はボツリヌス毒素）,下顎神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,2
"150235310",舌咽神経ブロック（局所麻酔剤又はボツリヌス毒素）,舌咽神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,2
"150235410",蝶形口蓋神経節ブロック（局所麻酔剤又はボツリヌス毒素）,蝶形口蓋神経節ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,2
"150235510",腰部硬膜外ブロック（局所麻酔剤又はボツリヌス毒素）,腰部硬膜外ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,2
"150235610",ヒッチコック療法（局所麻酔剤又はボツリヌス毒素）,ヒッチコック療法（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,3
"150235710",腰部交感神経節ブロック（局所麻酔剤又はボツリヌス毒素）,腰部交感神経節ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,3
"150235810",くも膜下脊髄神経ブロック（局所麻酔剤又はボツリヌス毒素）,くも膜下脊髄神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,3
"150235910",星状神経節ブロック（局所麻酔剤又はボツリヌス毒素）,星状神経節ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,5
"150236010",仙骨部硬膜外ブロック（局所麻酔剤又はボツリヌス毒素）,仙骨部硬膜外ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,5
"150236110",顔面神経ブロック（局所麻酔剤又はボツリヌス毒素）,顔面神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,5
"150236210",腕神経叢ブロック（局所麻酔剤又はボツリヌス毒素）,腕神経叢ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236310",おとがい神経ブロック（局所麻酔剤又はボツリヌス毒素）,おとがい神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236410",舌神経ブロック（局所麻酔剤又はボツリヌス毒素）,舌神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236510",迷走神経ブロック（局所麻酔剤又はボツリヌス毒素）,迷走神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236610",副神経ブロック（局所麻酔剤又はボツリヌス毒素）,副神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236710",横隔神経ブロック（局所麻酔剤又はボツリヌス毒素）,横隔神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236810",深頸神経叢ブロック（局所麻酔剤又はボツリヌス毒素）,深頸神経叢ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150236910",眼窩上神経ブロック（局所麻酔剤又はボツリヌス毒素）,眼窩上神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237010",眼窩下神経ブロック（局所麻酔剤又はボツリヌス毒素）,眼窩下神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237110",滑車神経ブロック（局所麻酔剤又はボツリヌス毒素）,滑車神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237210",耳介側頭神経ブロック（局所麻酔剤又はボツリヌス毒素）,耳介側頭神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237310",浅頸神経叢ブロック（局所麻酔剤又はボツリヌス毒素）,浅頸神経叢ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237410",肩甲上神経ブロック（局所麻酔剤又はボツリヌス毒素）,肩甲上神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237510",外側大腿皮神経ブロック（局所麻酔剤又はボツリヌス毒素）,外側大腿皮神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237610",閉鎖神経ブロック（局所麻酔剤又はボツリヌス毒素）,閉鎖神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,6
"150237710",頸・胸・腰傍脊椎神経ブロック（局所麻酔剤又はボツリヌス毒素）,頸・胸・腰傍脊椎神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150237810",上喉頭神経ブロック（局所麻酔剤又はボツリヌス毒素）,上喉頭神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150237910",肋間神経ブロック（局所麻酔剤又はボツリヌス毒素）,肋間神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238010",腸骨下腹神経ブロック（局所麻酔剤又はボツリヌス毒素）,腸骨下腹神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238110",腸骨鼠径神経ブロック（局所麻酔剤又はボツリヌス毒素）,腸骨鼠径神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238210",大腿神経ブロック（局所麻酔剤又はボツリヌス毒素）,大腿神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238310",坐骨神経ブロック（局所麻酔剤又はボツリヌス毒素）,坐骨神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238410",陰部神経ブロック（局所麻酔剤又はボツリヌス毒素）,陰部神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238510",経仙骨孔神経ブロック（局所麻酔剤又はボツリヌス毒素）,経仙骨孔神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238610",後頭神経ブロック（局所麻酔剤又はボツリヌス毒素）,後頭神経ブロック（局所麻酔剤又はボツリヌス毒素使用）,2,11,L,100,0,7
"150238710",下垂体ブロック（神経破壊剤又は高周波凝固法）,下垂体ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,1
"150238810",三叉神経半月神経節ブロック（神経破壊剤又は高周波凝固法）,三叉神経半月神経節ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,1
"150238910",腹腔神経叢ブロック（神経破壊剤又は高周波凝固法）,腹腔神経叢ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,1
"150239010",くも膜下脊髄神経ブロック（神経破壊剤又は高周波凝固法）,くも膜下脊髄神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,1
"150239110",胸・腰交感神経節ブロック（神経破壊剤又は高周波凝固法）,胸・腰交感神経節ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239210",頸・胸・腰傍脊椎神経ブロック（神経破壊剤又は高周波凝固法）,頸・胸・腰傍脊椎神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239310",眼神経ブロック（神経破壊剤又は高周波凝固法）,眼神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239410",上顎神経ブロック（神経破壊剤又は高周波凝固法）,上顎神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239510",下顎神経ブロック（神経破壊剤又は高周波凝固法）,下顎神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239610",舌咽神経ブロック（神経破壊剤又は高周波凝固法）,舌咽神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239710",蝶形口蓋神経節ブロック（神経破壊剤又は高周波凝固法）,蝶形口蓋神経節ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239810",顔面神経ブロック（神経破壊剤又は高周波凝固法）,顔面神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,2
"150239910",眼窩上神経ブロック（神経破壊剤又は高周波凝固法）,眼窩上神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240010",眼窩下神経ブロック（神経破壊剤又は高周波凝固法）,眼窩下神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240110",おとがい神経ブロック（神経破壊剤又は高周波凝固法）,おとがい神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240210",舌神経ブロック（神経破壊剤又は高周波凝固法）,舌神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240310",副神経ブロック（神経破壊剤又は高周波凝固法）,副神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240410",滑車神経ブロック（神経破壊剤又は高周波凝固法）,滑車神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240510",耳介側頭神経ブロック（神経破壊剤又は高周波凝固法）,耳介側頭神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240610",閉鎖神経ブロック（神経破壊剤又は高周波凝固法）,閉鎖神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,3
"150240710",迷走神経ブロック（神経破壊剤又は高周波凝固法）,迷走神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150240810",横隔神経ブロック（神経破壊剤又は高周波凝固法）,横隔神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150240910",上喉頭神経ブロック（神経破壊剤又は高周波凝固法）,上喉頭神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150241010",浅頸神経叢ブロック（神経破壊剤又は高周波凝固法）,浅頸神経叢ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150241110",肋間神経ブロック（神経破壊剤又は高周波凝固法）,肋間神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150241210",腸骨下腹神経ブロック（神経破壊剤又は高周波凝固法）,腸骨下腹神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150241310",腸骨鼠径神経ブロック（神経破壊剤又は高周波凝固法）,腸骨鼠径神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150241410",外側大腿皮神経ブロック（神経破壊剤又は高周波凝固法）,外側大腿皮神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
"150241510",大腿神経ブロック（神経破壊剤又は高周波凝固法）,大腿神経ブロック（神経破壊剤又は高周波凝固法使用）,2,11,L,101,0,4
